8219.000000,0.000000
7949.638503,-1889.329113
7396.291524,-3576.610060
6424.982431,-5198.370449
5102.780715,-6473.007160
3525.525568,-7385.948280
1763.968694,-7824.903075
-104.200796,-7813.139021
-2025.533681,-7274.725903
-3891.235537,-6173.919308
-5555.429189,-4644.227221
-6950.920919,-2626.345992
-8110.761250,-117.088094
-8816.102270,2645.279125
-9093.200699,5701.198133
-8865.422042,8795.767407
-8172.799451,11889.418574
-7005.918949,14844.690103
-5458.433118,17428.347285
-3511.560112,19614.272010
-1330.105297,21272.672255
1001.965883,22300.361850
3437.572590,22632.317187
5773.107317,22219.321712
7832.501847,21049.268699
9603.076697,19206.368281
10899.677221,16797.709109
11648.640838,13964.804098
11783.355283,10772.704021
11235.303820,7548.908556
9969.959591,4391.093105
8118.278065,1541.432395
5692.837836,-666.591633
2794.205161,-2081.372676
-416.484521,-2582.130132
-3795.030490,-2045.807231
-7151.308193,-396.736338
-10242.296741,2509.506217
-12988.259602,6475.989465
-14994.573045,11577.275785
-16316.501713,17349.634523
-16654.019841,23785.731844
-16074.683188,30480.979176
-14404.450457,37088.382627
-11824.013887,43298.919347
-8268.040906,48739.713518
-3995.704523,53099.432332
816.548284,56039.717773
5890.390576,57368.472440
10999.665427,56961.636227
15895.015186,54740.316466
19921.720329,50824.972038
23159.319151,45389.733564
25205.191816,38672.829314
25654.712637,31266.672835
24688.882074,23472.852038
22008.882835,15899.462519
17799.160547,9204.882069
12010.024063,3931.499753
5001.088495,652.597855
-2853.988719,-31.529147
-11244.142701,2213.499969
-19631.169974,7627.524708
-27485.305605,16336.747913
-34325.145589,28260.799030
-39492.263201,43112.618785
-42570.344980,60362.797401
-43246.754040,79388.556493
-41098.388984,99399.095865
-35978.038058,119207.879386
-27932.975482,137955.685339
-17203.695186,154575.947291
-4129.018767,167846.908114
10720.802720,176937.515565
26655.888849,180963.515352
42667.753560,179508.733334
57871.776680,172246.590518
70991.047505,159377.773039
81072.664771,141318.705109
87086.623712,119082.655454
87865.879594,94002.437586
82783.520037,67933.595546
71275.511529,43061.465023
53007.306605,21874.598643
28044.040220,7227.576454
-2995.644696,2045.998665
-39137.468812,9245.151724
-79128.485269,32013.342972
-120954.357557,72962.883596
-162229.288303,134601.715792
