-71613.000000,0.000000
23018.220078,41815.429537
10821.590313,-46582.424444
47693.145373,96823.841563
-19116.298160,-120006.743791
39762.343705,63846.279188
-82038.478438,4154.986972
-10540.138748,35441.252384
-30996.750455,-9339.475844
64863.937560,-20177.874652
-38638.849939,-56365.560094
-10941.542388,4856.908592
-57644.190544,-49797.896334
-17145.149640,15024.595725
91240.746497,-3309.991609
-6648.450539,-58076.912141
72583.152735,59156.772509
-107185.767636,-161450.930955
77328.842269,140305.261075
-67815.654384,-31404.894868
47082.765237,107682.327836
-58666.074143,-61447.907420
55997.716985,-67267.930129
-86638.888375,11313.711692
-30482.698825,-15304.658564
-46840.141971,-16050.672353
70758.948319,27673.159352
44191.326185,-29818.074898
-33432.530867,1972.516485
-10915.564537,-20973.769934
-69512.328538,-36123.901953
11632.668845,98256.188781
13251.817179,-67019.790347
13343.486492,106800.806451
-33068.409946,-117231.901217
6977.663713,36542.400682
-68490.950093,5982.273955
6420.273711,6365.634385
14550.072522,-6243.848436
62867.960186,67486.709950
-52668.382913,-11158.117372
-27076.454650,94268.231277
-95377.232096,-66509.859185
65505.265622,82585.397245
-107965.956837,-18870.620856
37281.676327,-29058.672869
-59812.086259,27907.719118
15132.040389,-52592.394233
15633.843412,141408.458332
-36954.540100,-110195.604599
71640.423516,65003.873929
7152.239649,-69664.314491
-47431.159098,160878.670040
-23289.229430,13319.953653
-14793.922525,109674.032219
-17631.553172,-35241.842002
85302.415382,-15734.888624
-126752.210146,-1403.602636
-59165.566484,33957.100352
-55828.512987,9624.415870
58004.964629,53228.603701
85762.635300,86460.859024
-47535.280978,-237790.574723
72147.763307,130976.855623
-89571.934429,-149382.062279
-113973.108734,266640.566116
170566.108468,-11625.492074
-59967.232433,1564.007828
204019.240570,32450.827897
-142995.746097,-273079.870991
28391.457520,227582.675701
-169150.289254,8507.725228
46508.416555,153523.242741
69517.081078,-7254.373631
123024.724126,-75230.015386
-103975.757766,-224616.807004
-13390.417138,150538.997124
-154959.310906,-132493.557588
-12749.708657,290184.274661
309088.789403,-85375.746404
-141684.611979,-103740.824519
305726.092651,40392.877219
-404328.830049,-361065.955170
195416.482948,419003.015026
-132436.860643,-102822.802382
123570.564475,332169.757529
18986.807372,-237689.267252
82040.533791,-115212.110751
-170069.074299,-68549.188057
-57023.903748,95918.277600
-100901.666401,-28268.969337
162885.139114,214161.004454
157904.642302,-139697.393895
-133340.501636,-8656.011740
83437.042501,-67620.881706
-294045.626992,-90012.242508
106801.407082,243938.007399
26815.410279,-121811.292280
53573.335326,287320.974724
-86285.274650,-304135.736482
93245.901297,77263.534845
-221331.499939,-20288.865676
87514.431291,50570.970621
-48867.629546,-60479.937703
138106.487883,235966.559016
-122288.328886,-113910.023790
6883.151138,292691.632867
-191437.579700,-222299.309981
187735.907728,188245.895448
-265842.027201,-203376.584824
38451.575072,97883.593076
-87032.238961,24813.084265
-141519.760797,85430.487466
389503.029291,271526.627630
-310854.078653,-396488.883021
346788.009576,198722.598699
-258424.750923,-472458.735081
-244675.165451,734587.740914
109629.998433,-73608.691987
10127.672675,497195.665775
200853.019789,-285804.310918
217877.819677,-263241.110952
-550454.644279,-185000.111074
-332410.693096,355017.345320
-20211.749090,101815.665571
84404.615710,587513.557254
989267.094212,38252.351874
-610174.027389,-1209023.030382
361944.378904,655878.623682
-829973.983923,-1114146.221829
-696052.144749,2007279.171134
1482388.302680,-312859.687832
-627698.055742,234112.279142
1741501.103280,-282449.901910
-1440789.878920,-1819441.999616
-258663.811209,1354082.713244
-845062.162163,6274.843506
469489.557004,1408683.941456
1003783.597778,34031.528511
1236572.918810,-846242.895334
-1314575.475635,-1946361.354094
-299971.017206,1293145.231489
-1474556.815616,-1109886.849011
-332856.442514,3899890.537111
3912628.047475,-1415646.546249
-2207575.402882,-587334.583818
3827934.053624,-613432.958195
-5507047.081465,-3840320.995279
811589.342277,5486681.053926
-458799.657473,-1907321.323568
1178347.790637,4704094.584732
3681053.000227,-3430864.126755
-1078390.020434,-2291783.263657
-2205759.887341,-1516851.139954
-2250287.155968,1770768.047522
-1375170.590588,1739952.673960
2828795.679476,5364427.781935
6619326.479837,-4675278.477993
-4861085.036459,-2361276.862619
4455963.359406,-2094802.722383
-13731093.944023,-4944921.428102
3768144.820487,17071948.839188
4466139.734792,-9097051.304085
1173473.553663,13676249.550428
16778991.043156,-19666029.919835
-23690807.554055,-6552766.303605
2078824.285830,7496988.397244
-23036263.141292,3648018.700009
30027748.267879,48438509.744214
48792687.253651,-60971891.260540
-70727713.635202,-26075373.468824
-6916962.454432,48473537.154201
15596052.796524,12269151.131624
30914937.349297,-4777386.280531
-12881010.334690,-31410358.240943
-12749404.411302,13798045.735135
2590032.589627,-5304545.283084
-13694847.988575,12748365.199849
24145369.787440,5939866.703060
-11693687.102922,-13637011.027776
12629954.176450,7619893.395390
-13797101.625884,-15996441.462812
3071397.853801,15904585.162133
-6877642.199121,-7148548.725750
12243917.988510,12373373.683368
-9962283.531111,-11258029.400612
16689402.905072,6557182.091994
-20791329.519263,-12212382.900081
16001605.271545,13151158.095657
-19025244.616768,-10085443.039879
19863113.279510,13374347.736800
-14678863.117399,-9430460.885378
15444743.987574,4132655.372155
-14683445.968935,-6643884.595490
11883182.809763,6394466.976353
-15454125.659873,-5008875.385787
16495819.796466,9256405.707267
-13206307.118880,-8502039.172688
13258044.874255,7808826.979455
-10759622.087817,-10786109.885847
7266661.045634,9246921.466413
-6909722.703497,-5608949.001539
3285900.891832,6401447.118724
1536545.603510,-6020114.651023
-837059.948780,9051053.437521
-1953581.961132,-15215909.069220
7968759.154073,15072591.311408
-15628629.568353,-9135534.529479
17177963.075707,1118520.904815
-12842575.521060,9771228.034900
7772486.008185,-17790902.188299
1232102.961354,21790583.492409
-11626936.979083,-23939367.590111
21198052.022158,19336104.626516
-27538202.313827,-6995841.471421
26977993.698306,-5987385.246203
-17117933.363239,18286076.632800
2049258.205667,-22833381.183015
10598479.660861,13875498.997836
-12177767.308556,-852149.716028
3472092.899907,-4096955.013946
2249566.724216,-1387609.434098
4300891.630469,9246687.078551
-16204199.655489,-6718363.659009
21429046.487334,-7405666.374277
-12908043.617170,22507083.352177
-7918372.465773,-25586797.379960
25038915.017479,10314937.575640
-22063044.457376,14452403.286168
-209793.754653,-24843828.959515
19143961.173356,12038963.320676
-18454905.238281,9220013.623689
1238102.406642,-17882997.621503
12650676.662267,9858868.177527
-14050405.470248,3868553.744375
7099433.685213,-10677704.672221
1093801.132843,12762988.244701
-8801420.203305,-6182713.316059
6734469.954920,-1220664.541471
-2094767.141270,2953923.392391
205268.917064,114970.766951
-2170816.183590,1911782.143998
-1588718.556886,-3124145.481437
4753160.933337,-92707.773878
-363743.202474,6905264.483060
-8704048.889294,-982943.984206
3538640.574877,-9645164.269248
10022759.982456,6865788.956843
-5274813.069271,11869301.187936
-14066954.871630,-4063990.594797
7244979.175652,-15435054.628877
16808005.283923,12665452.116266
-16289637.273308,15817119.559440
-12583808.154410,-17148314.608737
20218352.952601,-8243102.401044
6948051.135794,22955000.145157
-22837380.828302,4775933.457777
-436310.770520,-21286791.294822
21083429.728901,2812764.718650
-2109637.832750,19161940.295307
-15520111.398079,-543628.860239
5460871.958414,-11699728.227953
10586246.064281,7641726.605203
-7013760.530018,8322401.233343
-1966655.022073,-7014653.015324
10142195.296442,1296735.078261
366173.959208,10063935.098365
-5152619.005949,2262942.800399
2437644.425164,-3121320.415204
4313408.738531,1877787.016555
